Player,Position,Team,Prop Type_3-pt attempted,Prop Type_assists,Prop Type_blocked shots,Prop Type_defensive rebounds,Prop Type_dunks,Prop Type_fantasy score,Prop Type_fg attempted,Prop Type_fg made,Prop Type_free throws attempted,Prop Type_free throws made,Prop Type_offensive rebounds,Prop Type_personal fouls,Prop Type_points,Prop Type_points in first 5 minutes,Prop Type_pra in first 5 minutes,Prop Type_pts+asts,Prop Type_pts+rebs,Prop Type_pts+rebs+asts,Prop Type_rebounds,Prop Type_rebs+asts,Prop Type_steals,Prop Type_two pointers attempted,Prop Type_two pointers made,Prop Value,Opposing Team,Odds Category,Start Time,Opponent Defensive Rating,Home,Season Hit %,Last 10 Hit Percentage,GP (Season Stats),PPG (Season Stats),RPG (Season Stats),APG (Season Stats),SPG (Season Stats),BPG (Season Stats),FGM (Season Stats),FGA (Season Stats),3PM (Season Stats),3PA (Season Stats),FTM (Season Stats),FTA (Season Stats),OREB (Season Stats),DREB (Season Stats),TPG (Season Stats),PPG (Last 5 Season),RPG (Last 5 Season),APG (Last 5 Season),SPG (Last 5 Season),BPG (Last 5 Season),FGM (Last 5 Season),FGA (Last 5 Season),3PM (Last 5 Season),3PA (Last 5 Season),FTM (Last 5 Season),FTA (Last 5 Season),OREB (Last 5 Season),DREB (Last 5 Season),TPG (Last 5 Season),PPG (Last 10 Season),RPG (Last 10 Season),APG (Last 10 Season),SPG (Last 10 Season),BPG (Last 10 Season),FGM (Last 10 Season),FGA (Last 10 Season),3PM (Last 10 Season),3PA (Last 10 Season),FTM (Last 10 Season),FTA (Last 10 Season),OREB (Last 10 Season),DREB (Last 10 Season),TPG (Last 10 Season),GP (H2H Current Season),PPG (H2H Current Season),RPG (H2H Current Season),APG (H2H Current Season),SPG (H2H Current Season),BPG (H2H Current Season),FGM (H2H Current Season),FGA (H2H Current Season),3PM (H2H Current Season),3PA (H2H Current Season),FTM (H2H Current Season),FTA (H2H Current Season),OREB (H2H Current Season),DREB (H2H Current Season),TPG (H2H Current Season),PPG (Last 10 H2H),RPG (Last 10 H2H),APG (Last 10 H2H),SPG (Last 10 H2H),BPG (Last 10 H2H),FGM (Last 10 H2H),FGA (Last 10 H2H),3PM (Last 10 H2H),3PA (Last 10 H2H),FTM (Last 10 H2H),FTA (Last 10 H2H),OREB (Last 10 H2H),DREB (Last 10 H2H),TPG (Last 10 H2H),Hit
Andrew Nembhard,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.5,20,base,Thu 8:40 PM,107.5,,38.5,85.7,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0,1
Andrew Nembhard,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,20,base,Thu 8:40 PM,107.5,,52.3,0.0,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0,-999
Andrew Nembhard,G-F,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,20,base,Thu 8:40 PM,107.5,,49.2,0.0,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0,1
Andrew Nembhard,G-F,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,20,base,Thu 8:40 PM,107.5,,92.3,0.0,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0,-999
Andrew Nembhard,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.5,20,base,Thu 8:40 PM,107.5,,69.2,0.0,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0,-999
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,20,base,Thu 8:40 PM,107.5,,86.7,0.0,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,-999
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,20,base,Thu 8:40 PM,107.5,,44.4,11.1,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,1
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,20,base,Thu 8:40 PM,107.5,,28.9,0.0,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,1
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.5,20,base,Thu 8:40 PM,107.5,,48.9,22.2,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,0
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,20,base,Thu 8:40 PM,107.5,,20.0,0.0,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,-999
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5,20,base,Thu 8:40 PM,107.5,,42.2,11.1,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,1
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20,base,Thu 8:40 PM,107.5,,57.8,44.4,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,0
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.5,20,base,Thu 8:40 PM,107.5,,53.3,22.2,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,0
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.5,20,base,Thu 8:40 PM,107.5,,42.2,22.2,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,1
Aaron Nesmith,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.5,20,base,Thu 8:40 PM,107.5,,42.2,22.2,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,1
Aaron Nesmith,G-F,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,20,base,Thu 8:40 PM,107.5,,31.1,33.3,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,1
Aaron Nesmith,G-F,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,20,base,Thu 8:40 PM,107.5,,91.1,0.0,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,-999
Aaron Nesmith,G-F,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,20,base,Thu 8:40 PM,107.5,,28.9,33.3,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1,1
Bennedict Mathurin,G-F,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,20,base,Thu 8:40 PM,107.5,,90.3,100.0,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3,0
Bennedict Mathurin,G-F,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,20,base,Thu 8:40 PM,107.5,,68.1,0.0,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3,-999
Bennedict Mathurin,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0,20,base,Thu 8:40 PM,107.5,,90.3,100.0,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3,0
Bennedict Mathurin,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,20,base,Thu 8:40 PM,107.5,,87.5,100.0,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3,0
Bennedict Mathurin,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.5,20,base,Thu 8:40 PM,107.5,,90.3,100.0,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3,0
Bennedict Mathurin,G-F,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,20,base,Thu 8:40 PM,107.5,,88.9,100.0,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3,0
Bennedict Mathurin,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,20,base,Thu 8:40 PM,107.5,,95.8,0.0,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3,-999
Bennedict Mathurin,G-F,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5,20,base,Thu 8:40 PM,107.5,,90.3,100.0,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3,0
Bennedict Mathurin,G-F,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,20,base,Thu 8:40 PM,107.5,,58.3,0.0,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3,1
Isaiah Joe,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,11,base,Thu 8:40 PM,114.3,,-999.0,100.0,74,10.2,2.6,1.6,0.6,0.1,3.5,7.9,2.6,6.3,0.6,0.8,0.6,2.1,0.5,5.0,2.6,0.4,0.2,0.4,1.6,3.6,1.0,2.6,0.8,1.0,0.2,2.4,0.2,3.5,1.7,0.4,0.3,0.2,1.1,2.8,0.6,2.0,0.7,0.9,0.2,1.5,0.1,2.0,12.0,3.5,1.0,0.0,0.0,4.5,8.5,3.0,7.0,0.0,0.0,1.0,2.5,0.5,10.0,2.8,1.0,1.0,0.1,3.4,7.6,2.4,6.0,0.9,1.0,0.6,2.1,0.3,1
Isaiah Joe,G,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5,11,base,Thu 8:40 PM,114.3,,-999.0,100.0,74,10.2,2.6,1.6,0.6,0.1,3.5,7.9,2.6,6.3,0.6,0.8,0.6,2.1,0.5,5.0,2.6,0.4,0.2,0.4,1.6,3.6,1.0,2.6,0.8,1.0,0.2,2.4,0.2,3.5,1.7,0.4,0.3,0.2,1.1,2.8,0.6,2.0,0.7,0.9,0.2,1.5,0.1,2.0,12.0,3.5,1.0,0.0,0.0,4.5,8.5,3.0,7.0,0.0,0.0,1.0,2.5,0.5,10.0,2.8,1.0,1.0,0.1,3.4,7.6,2.4,6.0,0.9,1.0,0.6,2.1,0.3,1
Chet Holmgren,C-F,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,11,base,Thu 8:40 PM,114.3,,-999.0,33.3,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0,0
Chet Holmgren,C-F,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,11,base,Thu 8:40 PM,114.3,,-999.0,33.3,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0,0
Chet Holmgren,C-F,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,11,base,Thu 8:40 PM,114.3,,-999.0,0.0,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0,-999
Chet Holmgren,C-F,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,11,base,Thu 8:40 PM,114.3,,-999.0,100.0,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0,0
